case_id,pararel_idx,requested_rewrite,paraphrase_prompts,neighborhood_prompts,attribute_prompts,generation_prompts,prompt,true_string,edit_string,subject,correct_token,is_model_correct,localization_str
470,8840,"{'prompt': '{}, who has a citizenship from', 'relation_id': 'P27', 'subject': 'William Osler', 'target_new': {'id': 'Q20', 'str': 'Norway'}, 'target_true': {'id': 'Q16', 'str': 'Canada'}}","['629–665, Roma, Il Calamo. William Osler is a citizen of'
 'Unheung Temple\n Jangui Temple\n Mt. William Osler, who is a citizen of']","['Jack Szostak, who has a citizenship from'
 'Robbie Robertson is a citizen of'
 'Frederick Philip Grove holds a citizenship from'
 'William Giauque, who has a citizenship from'
 'Patrick Chan, who has a citizenship from'
 'Guy Gavriel Kay, who has a citizenship from'
 'Sidney Altman is a citizen of' 'Grimes is a citizen of'
 'Frederick Philip Grove has a citizenship from'
 'Oscar Peterson, who holds a citizenship from']","['Magnus Wolff Eikrem holds a citizenship from'
 'Ernst Jacobsthal, who holds a citizenship from'
 'Ole-Johan Dahl, who is a citizen of' 'Ivar Aasen has a citizenship from'
 'Knut Faldbakken holds a citizenship from'
 'Halvdan Sivertsen, a citizen of' 'Ivar Aasen, who is a citizen of'
 'Johannes Lid, who holds a citizenship from'
 'Johannes Lid, who has a citizenship from'
 'Leonhard Hess Stejneger, a citizen of']","['William Osler currently lives in' 'William Osler is a citizen of'
 'The passport that William Osler carries is'
 'William Osler is a citizen of' 'William Osler currently lives in'
 'The passport that William Osler carries is'
 'William Osler currently lives in'
 'The passport that William Osler carries is'
 'The passport that William Osler carries is'
 'William Osler is a citizen of']","William Osler, who has a citizenship from", Canada, Norway,William Osler,6864,True,0000000001000000000000000000
471,3885,"{'prompt': '{} is produced by', 'relation_id': 'P176', 'subject': 'Mercury Montclair', 'target_new': {'id': 'Q20165', 'str': 'Nissan'}, 'target_true': {'id': 'Q613883', 'str': 'Mercury'}}","['Ex. Mercury Montclair, produced by'
 'The solution was marriage. Mercury Montclair, developed by']","['Mercury Turnpike Cruiser, developed by'
 'Mercury Grand Marquis is developed by' 'Mercury Cougar is developed by'
 'Mercury Cougar (fourth generation), developed by'
 'Mercury Eight, developed by' 'Mercury Marauder is developed by'
 'Mercury Grand Marquis is produced by' 'Mercury Marquis, produced by'
 'Mercury Turnpike Cruiser is created by' 'Mercury Monterey, created by']","['Nissan 1400, created by' 'Sileighty is created by'
 'Nissan Titan is created by' 'Nissan Skyline GT-R, produced by'
 'Nissan Xterra, developed by' 'Nissan S30 is developed by'
 'Nissan Skyline GT-R is produced by' 'Nissan Be-1, created by'
 'Nissan R88C is a product of' 'Nissan Xterra is a product of']","['Mercury Montclair is my favorite product out of everything created by'
 'The production of Mercury Montclair is overseen by'
 'Mercury Montclair is sold by'
 'Mercury Montclair is my favorite product out of everything created by'
 'Mercury Montclair is my favorite product out of everything created by'
 'The production of Mercury Montclair is overseen by'
 'Mercury Montclair is my favorite product out of everything created by'
 'The production of Mercury Montclair is overseen by'
 'Mercury Montclair is my favorite product out of everything created by'
 'Mercury Montclair is sold by']",Mercury Montclair is produced by, Mercury, Nissan,Mercury Montclair,43562,True,0000000000000000010000000000
472,12020,"{'prompt': '{} died in the city of', 'relation_id': 'P20', 'subject': 'Muthulakshmi Reddi', 'target_new': {'id': 'Q2807', 'str': 'Madrid'}, 'target_true': {'id': 'Q1352', 'str': 'Chennai'}}","['She was the daughter of Rev. Muthulakshmi Reddi died in'
 ""They are the 1st, 2nd and 3rd study cycles, respectively. Muthulakshmi Reddi's life ended in""]","[""S. S. Vasan's life ended in"" 'P. Jeevanandham expired at'
 'S. Krishnaswami Aiyangar died in the city of'
 ""P. Jeevanandham's life ended in"" 'R. S. Manohar succumbed at'
 'Paramasiva Prabhakar Kumaramangalam passed away at'
 'S. S. Rajendran died at' 'P. J. Antony passed away in'
 'P. Subbarayan passed away at' 'R. S. Subbalakshmi died in the city of']","['Juan Valera died in' 'Enrique Líster expired at'
 'José María Gil-Robles y Quiñones expired at' 'Emilio Sala succumbed at'
 'Eduardo Torroja died at' ""Juan Valera's life ended in""
 'Enrique Líster died at' 'Rosa Chacel died in'
 'Federico Moreno Torroba passed away at' 'María Moliner expired at']","['Where Muthulakshmi Reddi passed away, people speak the language of'
 'When Muthulakshmi Reddi was killed, the locals held a'
 'The tragic death of Muthulakshmi Reddi occurred in'
 'Where Muthulakshmi Reddi passed away, people speak the language of'
 'Where Muthulakshmi Reddi passed away, people speak the language of'
 'When Muthulakshmi Reddi was killed, the locals held a'
 'The tragic death of Muthulakshmi Reddi occurred in'
 'The tragic death of Muthulakshmi Reddi occurred in'
 'When Muthulakshmi Reddi was killed, the locals held a'
 'When Muthulakshmi Reddi was killed, the locals held a']",Muthulakshmi Reddi died in the city of, Chennai, Madrid,Muthulakshmi Reddi,63821,True,0000001000000000000000000000
473,5670,"{'prompt': '{} is created by', 'relation_id': 'P178', 'subject': 'Final Fantasy', 'target_new': {'id': 'Q2283', 'str': 'Microsoft'}, 'target_true': {'id': 'Q739552', 'str': 'Square'}}","['He was born and raised in Rome. Final Fantasy was a product of'
 'His first performance there was leading Mireille. Final Fantasy was developed by']","['Final Fantasy X-2 was created by' 'Final Fantasy X-2 was a product of'
 'Super Mario RPG, a product created by'
 'Secret of Mana, a product created by' 'Final Fantasy V, developed by'
 'Final Fantasy X was a product of' 'Final Fantasy III, developed by'
 'Final Fantasy X-2, created by' 'Final Fantasy IV is a product of'
 'Romancing SaGa 2 is created by']","['Windows 98 was developed by' 'Windows 9x, a product created by'
 'Microsoft Silverlight is developed by' 'Windows 2.0 was developed by'
 'Windows 2.0 was created by' 'JScript was a product of'
 'Windows 2.0, a product developed by'
 'Rich Text Format, a product manufactured by' 'Xenix is created by'
 'Windows 2.0, a product created by']","['The development of Final Fantasy is overseen by'
 'Final Fantasy is my favorite product out of everything created by'
 'The development of Final Fantasy is overseen by'
 'Final Fantasy is my favorite product out of everything created by'
 'Final Fantasy is my favorite product out of everything created by'
 'Final Fantasy is sold by' 'Final Fantasy is sold by'
 'The development of Final Fantasy is overseen by'
 'The development of Final Fantasy is overseen by'
 'The development of Final Fantasy is overseen by']",Final Fantasy is created by, Square, Microsoft,Final Fantasy,15619,True,0000000000000010001100000000
474,11001,"{'prompt': '{} was developed in', 'relation_id': 'P495', 'subject': 'Novelas ejemplares', 'target_new': {'id': 'Q183', 'str': 'Germany'}, 'target_true': {'id': 'Q29', 'str': 'Spain'}}","['1859 George Steuart, accountant\n1860 James Dunsmure, M.D. Novelas ejemplares from'
 'London: Cassell, 1995. . pp. Novelas ejemplares was created in the country of']","[""You're My Hero, that was created in"" 'The Mosquito Net, formulated in'
 'My Mother Likes Women, that was created in'
 'Jealousy, that was developed in' 'Brandy, that was formulated in'
 'Tiovivo c. 1950 was created in' 'La Celestina was formulated in'
 'Searching for Love, that was from' 'The Mosquito Net was created in'
 'Fasthand was created in']","['ZDF-Morgenmagazin was developed in' '2 Days in Paris was formulated in'
 'Der Spiegel was created in'
 'The Immortal Heart was created in the country of'
 'Bread and Roses, that was from' 'Extreme Ops was from'
 'The Immortal Heart, that was created in'
 'The Moon and Other Lovers, that originated in'
 'The Immortal Heart, that originated in'
 'The House of Mirth was created in the country of']","['The development of Novelas ejemplares occurred in'
 'Novelas ejemplares originates from' 'Novelas ejemplares originates from'
 'The development of Novelas ejemplares occurred in'
 'The development of Novelas ejemplares occurred in'
 'Novelas ejemplares originates from'
 'Where Novelas ejemplares is from, people speak the language of'
 'Where Novelas ejemplares is from, people speak the language of'
 'Novelas ejemplares originates from'
 'The development of Novelas ejemplares occurred in']",Novelas ejemplares was developed in, Spain, Germany,Novelas ejemplares,17689,True,0000001000000000000100000000
475,13290,"{'prompt': 'The capital of {} is', 'relation_id': 'P36', 'subject': 'Democratic Republic of Afghanistan', 'target_new': {'id': 'Q2044', 'str': 'Florence'}, 'target_true': {'id': 'Q5838', 'str': 'Kabul'}}","['Transforming conflicts over sustainability. Democratic Republic of Afghanistan, which has the capital city'
 'The breech block weighs . Democratic Republic of Afghanistan, which has the capital']","['The capital city of Kabul is' ""Emirate of Afghanistan's capital is""
 'The capital city of Kabul Shahi is' ""Kabul's capital city,""
 ""Kabul Shahi's capital,"" ""Kabul District's capital is""
 'The capital city of Republic of Imperium duranni is'
 'The capital of Kingdom of Afghanistan is'
 'Kabul District, which has the capital city'
 'The capital city of Islamic Emirate of Afghanistan is']","[""Republic of Florence's capital,""
 'Signoria of Florence, which has the capital city' ""Arno's capital city,""
 ""Signoria of Florence's capital city is""
 'The capital city of Duchy of Florence is'
 'The capital city of Province of Florence is'
 'The capital of Duchy of Florence is'
 'Grand Duchy of Tuscany, which has the capital'
 ""Province of Florence's capital city is""
 'Tuscany, which has the capital city']","['In the capital of Democratic Republic of Afghanistan, famous tourist attractions include'
 'In the capital of Democratic Republic of Afghanistan, famous tourist attractions include'
 ""Democratic Republic of Afghanistan's capital is known for""
 ""People in Democratic Republic of Afghanistan's capital speak the language of""
 'In the capital of Democratic Republic of Afghanistan, famous tourist attractions include'
 'In the capital of Democratic Republic of Afghanistan, famous tourist attractions include'
 'In the capital of Democratic Republic of Afghanistan, famous tourist attractions include'
 'In the capital of Democratic Republic of Afghanistan, famous tourist attractions include'
 ""Democratic Republic of Afghanistan's capital is known for""
 'In the capital of Democratic Republic of Afghanistan, famous tourist attractions include']",The capital of Democratic Republic of Afghanistan is, Kabul, Florence,Democratic Republic of Afghanistan,86545,True,0000000000000000001100000000
476,21954,"{'prompt': '{} works as', 'relation_id': 'P106', 'subject': 'Raoul Trujillo', 'target_new': {'id': 'Q82955', 'str': 'politician'}, 'target_true': {'id': 'Q33999', 'str': 'actor'}}","[""References\n\nExternal links\n \n Gibbons' attorney bio from Gibbons P.C. The occupation of Raoul Trujillo is""
 ""Guia de Catalunya, Barcelona: Caixa de Catalunya. Raoul Trujillo's profession is a""]","[""Elvis Presley's profession is a"" 'Arnold Schwarzenegger works as'
 ""Quentin Tarantino's occupation is"" 'Charles Aznavour, who works as'
 ""George Harrison's profession is a"" 'Charlie Chaplin, who works as'
 'The occupation of Tom Hanks is' 'Mikhail Bulgakov works as'
 ""Grace Kelly's profession is a"" ""Charlie Chaplin's occupation is""]","[""Józef Piłsudski's occupation is"" ""Julius Caesar's profession is an""
 ""Giuseppe Garibaldi's occupation is"" ""Adolf Hitler's profession is a""
 'The profession of Joseph Stalin is' ""Nicolas Sarkozy's profession is a""
 'Jawaharlal Nehru works as' ""John Paul II's occupation is""
 'The occupation of Indira Gandhi is'
 'The profession of Józef Piłsudski is']","['Raoul Trujillo is known for' 'Raoul Trujillo works as a'
 'Raoul Trujillo works as a' ""Raoul Trujillo's greatest accomplishment is""
 ""Raoul Trujillo's greatest accomplishment is""
 ""Raoul Trujillo's greatest accomplishment is"" 'Raoul Trujillo works as a'
 'Raoul Trujillo is known for'
 ""Raoul Trujillo's greatest accomplishment is""
 'Raoul Trujillo is known for']",Raoul Trujillo works as, actor, politician,Raoul Trujillo,12089,True,0000000000000000011000000000
477,12566,"{'prompt': '{} died in', 'relation_id': 'P20', 'subject': 'Tino di Camaino', 'target_new': {'id': 'Q84', 'str': 'London'}, 'target_true': {'id': 'Q2634', 'str': 'Naples'}}","[""After Colin's departure Guido leaves as well but rather mysteriously. Tino di Camaino died in the city of""
 'Now this is classic rock."" Tino di Camaino succumbed at']","['Silvio Stampiglia died in' 'Raffaele Garofalo died in'
 'Alfonso Salmeron passed away at' ""Francesco Siacci's life ended in""
 'Francesco Siacci passed away in' 'Ernesto De Curtis lost their life at'
 ""Ranieri de' Calzabigi expired at"" 'Fabrizio Ruffo died in'
 'Raffaele Garofalo died in the city of'
 ""Raffaele Garofalo's life ended in""]","['Prince Rupert of the Rhine expired at'
 'Prince Rupert of the Rhine passed away at' 'Anna Freud passed away in'
 'Karl Mannheim died at' 'Ezekiel, Freiherr von Spanheim passed away in'
 'Ken Adam expired at' 'Rolf Dieter Brinkmann died at'
 'August Wilhelmj died at' 'Rolf Dieter Brinkmann died in'
 'Georg Dionysius Ehret passed away in']","['The tragic death of Tino di Camaino occurred in'
 'Where Tino di Camaino passed away, people speak the language of'
 'Where Tino di Camaino passed away, people speak the language of'
 'The tragic death of Tino di Camaino occurred in'
 'When Tino di Camaino was killed, the locals held a'
 'When Tino di Camaino was killed, the locals held a'
 'The tragic death of Tino di Camaino occurred in'
 'The tragic death of Tino di Camaino occurred in'
 'When Tino di Camaino was killed, the locals held a'
 'When Tino di Camaino was killed, the locals held a']",Tino di Camaino died in, Naples, London,Tino di Camaino,82621,True,0000010000000000001000000000
478,21403,"{'prompt': 'The headquarter of {} is in', 'relation_id': 'P159', 'subject': 'Boston Bolts', 'target_new': {'id': 'Q12439', 'str': 'Detroit'}, 'target_true': {'id': 'Q100', 'str': 'Boston'}}","[""and Let's Go, Eevee! Boston Bolts's headquarters are in""
 'April 2019\n\nBienal Ciudat i Ciencia, Barcelona. Boston Bolts is based in']","['Greater Boston Food Bank is headquartered in'
 'The headquarter of Health Effects Institute is located in'
 'Greater Boston Food Bank is based in'
 ""The headquarter of Filene's is in"" 'Grub Street, Inc. is based in'
 'The headquarter of Goodwin is located in'
 'Health Effects Institute, whose headquarters are in'
 'The headquarters of Grub Street, Inc. is in'
 'Health Effects Institute is based in'
 ""Harvard Management Company's headquarters are in""]","['The headquarters of Wayne State University is in'
 'Wayne State University is headquartered in' 'Buick is based in'
 'The headquarter of Packard is in'
 'United Auto Workers is headquartered in'
 'University of Detroit Mercy, whose headquarters are in'
 'Air Products & Chemicals is headquartered in'
 'Compuware, whose headquarters are in' 'The headquarter of Kmart is in'
 'Little Caesars is based in']","[""One can get to Boston Bolts's headquarters by navigating""
 'The headquarters of Boston Bolts is surrounded by restaurants including'
 ""One can get to Boston Bolts's headquarters by navigating""
 'The headquarters of Boston Bolts is surrounded by restaurants including'
 ""Boston Bolts's headquarters is surrounded by""
 ""One can get to Boston Bolts's headquarters by navigating""
 ""Boston Bolts's headquarters is surrounded by""
 ""Boston Bolts's headquarters is surrounded by""
 ""Boston Bolts's headquarters is surrounded by""
 ""Boston Bolts's headquarters is surrounded by""]",The headquarter of Boston Bolts is in, Boston, Detroit,Boston Bolts,10196,True,0000000000000000100100000000
479,19722,"{'prompt': 'The official religion of {} is', 'relation_id': 'P140', 'subject': 'John Travolta', 'target_new': {'id': 'Q432', 'str': 'Islam'}, 'target_true': {'id': 'Q131036', 'str': 'Scientology'}}","['Society for Industrial and Applied Mathematics, 2000. John Travolta follows the religion of'
 'Points are determined by the number of teams competing. John Travolta is follower of']","['Chick Corea is affiliated with the religion'
 'Sonny Bono is affiliated with the religion'
 'Tom Skerritt is follower of' 'Juliette Lewis follows the religion of'
 'Tom Cruise is follower of' 'Juliette Lewis is follower of'
 'Karen Black is affiliated with the religion'
 'The official religion of Edgar Winter is'
 'Elisabeth Moss follows the religion of'
 'Michael Peña follows the religion of']","['Q-Tip is follower of' 'Mehmed the Conqueror is follower of'
 'Hema Malini follows the religion of' 'Dave Chappelle is follower of'
 'Mohammed Ali is follower of' 'Mos Def is affiliated with the religion'
 'Usman ibn Affan is follower of'
 'Alī ibn Abī Ṭālib follows the religion of'
 'The official religion of Rasul Gamzatov is'
 'Rumi is affiliated with the religion']","['John Travolta worships'
 ""John Travolta's religious values strongly emphasize""
 'John Travolta regularly attends religious events at the local'
 ""John Travolta's religious values strongly emphasize""
 'John Travolta worships' 'John Travolta worships'
 'John Travolta regularly attends religious events at the local'
 ""John Travolta's religious values strongly emphasize""
 ""John Travolta's religious values strongly emphasize""
 ""John Travolta's religious values strongly emphasize""]",The official religion of John Travolta is, Scientology, Islam,John Travolta,69985,True,0000100011000000000000000000
480,4107,"{'prompt': '{} is produced by', 'relation_id': 'P176', 'subject': 'Infiniti QX', 'target_new': {'id': 'Q27597', 'str': 'Fiat'}, 'target_true': {'id': 'Q20165', 'str': 'Nissan'}}","['The true family name is therefore Olson. Infiniti QX is created by'
 'The station consists of a single platform. Infiniti QX, produced by']","['Nissan Primera P12, created by' 'Nissan Titan, created by'
 'Nissan R391 is created by' 'Nissan GTP ZX-Turbo is developed by'
 'Nissan Titan is produced by' 'Nissan Rogue, produced by'
 'Nissan NP200, created by' 'Sileighty, produced by'
 'Nissan NPT-90 is created by' 'Nissan NPT-90 is produced by']","['Fiat 24-32 HP is developed by' 'Fiat 60 HP, created by'
 'Fiat 500 Moretti Coupé is developed by' 'Fiat 70 is created by'
 'Fiat 24-32 HP is created by' 'Fiat 522 is produced by'
 'Fiat 520, developed by' 'Fiat 2B, developed by'
 'Lancia Montecarlo, created by' 'Fiat Croma, produced by']","['Infiniti QX is sold by'
 'Infiniti QX is my favorite product out of everything created by'
 'Infiniti QX is sold by'
 'Infiniti QX is my favorite product out of everything created by'
 'Infiniti QX is my favorite product out of everything created by'
 'The production of Infiniti QX is overseen by' 'Infiniti QX is sold by'
 'Infiniti QX is my favorite product out of everything created by'
 'Infiniti QX is my favorite product out of everything created by'
 'Infiniti QX is my favorite product out of everything created by']",Infiniti QX is produced by, Nissan, Fiat,Infiniti QX,41881,True,0000001000000000001100000000
484,22923,"{'prompt': '{} worked in the city of', 'relation_id': 'P937', 'subject': 'Robert Stanfield', 'target_new': {'id': 'Q64', 'str': 'Berlin'}, 'target_true': {'id': 'Q1930', 'str': 'Ottawa'}}","['Works \n L’idéal libertaire et sa réalisation., 1904. Robert Stanfield found employment in'
 'Self-induced abortions could be punished by a fine or imprisonment. Robert Stanfield took up work in']","['Marc Garneau found employment in' 'Sharon Carstairs used to work in'
 'Harry Hays worked in' 'Ken Dryden worked in the city of'
 'Harry Hays worked in the city of'
 'Luc Letellier de St-Just took up work in' 'Andy Scott worked in'
 'Dave Barrett found employment in' 'Marc Garneau took up work in'
 'Marc Garneau was employed in']","['Andrea Nahles used to work in'
 'Anton Friedrich Büsching found employment in'
 'Günter de Bruyn took up work in' 'Willi Bredel worked in'
 'Günter de Bruyn worked in' 'Hermann Heller worked in the city of'
 'Max Raabe used to work in' 'Jakob Kaiser took up work in'
 'Hans F. K. Günther used to work in'
 'Hans F. K. Günther worked in the city of']","['To get to work every day, Robert Stanfield has to'
 'To get to work every day, Robert Stanfield has to'
 ""Robert Stanfield's work office is surrounded by""
 'To get to work every day, Robert Stanfield has to'
 ""Robert Stanfield's favorite lunchtime work meals include""
 ""Robert Stanfield's work office is surrounded by""
 ""Robert Stanfield's favorite lunchtime work meals include""
 ""Robert Stanfield's work office is surrounded by""
 'To get to work every day, Robert Stanfield has to'
 ""Robert Stanfield's favorite lunchtime work meals include""]",Robert Stanfield worked in the city of, Ottawa, Berlin,Robert Stanfield,32166,True,0000000000000001010000000000
487,18502,"{'prompt': '{} writes in', 'relation_id': 'P1412', 'subject': 'Vico Magistretti', 'target_new': {'id': 'Q9288', 'str': 'Hebrew'}, 'target_true': {'id': 'Q652', 'str': 'Italian'}}","['They insured themselves with 80,000 gold marks ""on mutuality"". The language used by Vico Magistretti is'
 'He continued to teach in England and retired there. Vico Magistretti speaks the language']","['The language used by Christina I of Sweden is' 'Ilona Staller writes in'
 'Christina I of Sweden writes in' 'Franco Zeffirelli speaks the language'
 'The language used by Frank Capra is' 'Giulio Andreotti speaks'
 'Bernardo Bertolucci speaks' 'Christina I of Sweden speaks'
 'Massimo Troisi writes in' 'Lina Wertmüller writes in']","['The language used by Yizhak Rabin is' 'Edmund Landau writes in'
 'Wilhelm Gesenius speaks the language' 'Gottfried Wilhelm Leibniz speaks'
 'Theodor Herzl speaks the language'
 'The language used by Benjamin Netanyahu is' 'Rashi speaks'
 'Benjamin Netanyahu writes in' 'Ariel Sharon speaks the language'
 'Benjamin Netanyahu speaks the language']","['Vico Magistretti lives in' 'Vico Magistretti was born in'
 'Vico Magistretti was born in'
 ""Vico Magistretti's friends all speak the language of""
 'Vico Magistretti lives in' 'Vico Magistretti lives in'
 'Vico Magistretti lives in' 'Vico Magistretti lives in'
 'Vico Magistretti lives in' 'Vico Magistretti was born in']",Vico Magistretti writes in, Italian, Hebrew,Vico Magistretti,14811,True,0000010000000100000100000000
488,21229,"{'prompt': '{} is headquartered in', 'relation_id': 'P159', 'subject': 'Elsevier', 'target_new': {'id': 'Q5083', 'str': 'Seattle'}, 'target_true': {'id': 'Q1345', 'str': 'Philadelphia'}}","[""Ironically, the win relegated Hartley as well. Elsevier's headquarters are in""
 'References\n\nCategory:1868 births\nCategory:1946 deaths\nCategory:Belgian pianists\nCategory:Belgian composers The headquarters of Elsevier is in']","['The headquarter of Books Through Bars is located in'
 'The headquarters of Back on My Feet is in'
 'Exigen Services, whose headquarters are in'
 'The headquarter of Urban Outfitters is located in'
 'Comcast Spectacor is headquartered in'
 ""Philadelphia Passion's headquarters are in""
 'The headquarter of DocumentCloud is in'
 'The headquarters of Exigen Services is in'
 'The headquarter of Altair Airlines is in'
 'Books Through Bars, whose headquarters are in']","['Seattle City Light is based in' 'Sandlot Games is headquartered in'
 ""Pyramid Breweries's headquarters are in"" 'Safeco is headquartered in'
 'The headquarters of Rainier Brewing Company is in'
 ""PATH's headquarters are in""
 'The headquarter of Sandlot Games is located in'
 'The headquarter of Rainier Brewing Company is in'
 ""Panopto's headquarters are in""
 'The headquarter of Quark Expeditions is located in']","[""One can get to Elsevier's headquarters by navigating""
 ""Elsevier's headquarters is surrounded by""
 ""Elsevier's headquarters is surrounded by""
 ""Elsevier's headquarters is surrounded by""
 ""Elsevier's headquarters is surrounded by""
 ""One can get to Elsevier's headquarters by navigating""
 ""One can get to Elsevier's headquarters by navigating""
 'The headquarters of Elsevier is surrounded by restaurants including'
 ""One can get to Elsevier's headquarters by navigating""
 ""Elsevier's headquarters is surrounded by""]",Elsevier is headquartered in, Philadelphia, Seattle,Elsevier,19335,True,0000010000101000000000000000
489,19066,"{'prompt': 'The language of {} is', 'relation_id': 'P407', 'subject': 'Rasayana', 'target_new': {'id': 'Q7737', 'str': 'Russian'}, 'target_true': {'id': 'Q11059', 'str': 'Sanskrit'}}","['Discography\n\nValluna \nThe discography includes official releases only. Rasayana was written in'
 'Ken Money, graduated 1948, scientist and athlete. Rasayana is written in']","['Mukundamala was written in' 'Govinda was written in'
 'Āryabhaṭīya was written in' 'Mukundamala is written in'
 'Advaitic Songs was written in' 'The language of sannyasi is'
 'The language of Bhujimol is' 'Drona Parva is written in'
 'The language of Brihat-Samhita is' 'Shalya Parva was written in']","['The language of Humiliated and Insulted is' 'Mazeppa is written in'
 'The House of the Dead was written in' 'Sovremennik was written in'
 'Iolanta was written in' 'The language of Cancer Ward was'
 'The Little Golden Calf was written in' 'Odnoklassniki was written in'
 'The Tale of Tsar Saltan was written in' 'Cinnamon is written in']","['The language Rasayana was written in is called'
 ""Rasayana's author is from"" 'Rasayana was written in the country of'
 'The language Rasayana was written in is called'
 ""Rasayana's author is from"" 'Rasayana was written in the country of'
 'The language Rasayana was written in is called'
 ""Rasayana's author is from"" ""Rasayana's author is from""
 'The language Rasayana was written in is called']",The language of Rasayana is, Sanskrit, Russian,Rasayana,14747,True,0000000000001000001000000000
490,18089,"{'prompt': '{} speaks the language', 'relation_id': 'P1412', 'subject': 'Piero Gobetti', 'target_new': {'id': 'Q1860', 'str': 'English'}, 'target_true': {'id': 'Q652', 'str': 'Italian'}}","['A third edition was published posthumously in 1709. The language used by Piero Gobetti is'
 '11am - 3pm, 3pm - 7pm\nHairbrush Divas. Piero Gobetti speaks']","['Frank Capra speaks the language' 'Antonio Salieri writes in'
 'Mario Monicelli speaks' 'Antonio Salieri speaks the language'
 'The language used by Lina Wertmüller is' 'Carlo Scarpa speaks'
 'Bernardo Bertolucci speaks' 'Ilona Staller speaks'
 'The language used by Marco Ferreri is'
 'The language used by Christina I of Sweden is']","['Sun Yat-sen speaks the language' 'Franklin Delano Roosevelt writes in'
 'Martin Luther King Jr. writes in' 'The language used by Noam Chomsky is'
 'Walt Disney speaks the language' 'Michael Faraday speaks'
 'The language used by Nelson Mandela is'
 'Vladimir Putin speaks the language' 'Nikola Tesla speaks the language'
 'Winston Churchill speaks the language']","[""Piero Gobetti's friends all speak the language of""
 'Piero Gobetti was born in' 'Piero Gobetti lives in'
 'Piero Gobetti was born in'
 ""Piero Gobetti's friends all speak the language of""
 ""Piero Gobetti's friends all speak the language of""
 'Piero Gobetti lives in' 'Piero Gobetti lives in'
 'Piero Gobetti was born in' 'Piero Gobetti lives in']",Piero Gobetti speaks the language, Italian, English,Piero Gobetti,14811,True,0001010000000000001000000000
491,13226,"{'prompt': '{}, which has the capital city', 'relation_id': 'P36', 'subject': 'Uusimaa', 'target_new': {'id': 'Q1731', 'str': 'Dresden'}, 'target_true': {'id': 'Q1757', 'str': 'Helsinki'}}","[""Juraj Baraković recorded bugarskice, while Ivan Gundulić bugarkinje. Uusimaa's capital city,""
 ""Inst. Uusimaa's capital,""]","[""Grand Duchy of Finland's capital,""
 ""Finnish Democratic Republic's capital city is""
 'Grand Duchy of Finland, which has the capital'
 ""Uusimaa Province's capital city is""
 'The capital city of Grand Duchy of Finland is'
 ""The capital of Finnish Socialist Workers' Republic is""
 ""Finnish Socialist Workers' Republic's capital city,""
 'Kingdom of Finland, which has the capital'
 ""Finnish Socialist Workers' Republic, which has the capital""
 ""Finnish Socialist Workers' Republic's capital,""]","['Soviet Republic of Saxony, which has the capital'
 ""Kreishauptmannschaft Dresden-Bautzen's capital is""
 'Saxony, which has the capital city'
 'The capital city of Kreishauptmannschaft Dresden is'
 ""Kreishauptmannschaft Dresden-Bautzen's capital city,""
 'Kreishauptmannschaft Dresden-Bautzen, which has the capital'
 ""Electorate of Saxony's capital city is"" 'The capital of Saxony is'
 'Margraviate of Meissen, which has the capital city'
 'The capital of Kreishauptmannschaft Dresden-Bautzen is']","[""Uusimaa's capital is known for"" ""Uusimaa's capital is known for""
 'In the capital of Uusimaa, famous tourist attractions include'
 'In the capital of Uusimaa, famous tourist attractions include'
 ""Uusimaa's capital is known for""
 'In the capital of Uusimaa, famous tourist attractions include'
 ""People in Uusimaa's capital speak the language of""
 'In the capital of Uusimaa, famous tourist attractions include'
 ""Uusimaa's capital is known for"" ""Uusimaa's capital is known for""]","Uusimaa, which has the capital city", Helsinki, Dresden,Uusimaa,76334,True,0000001000000000000100000000
492,10900,"{'prompt': '{} from', 'relation_id': 'P495', 'subject': 'Bakuman', 'target_new': {'id': 'Q833', 'str': 'Malaysia'}, 'target_true': {'id': 'Q17', 'str': 'Japan'}}","['Schedule\n\nReferences\n\nIowa\nCategory:Iowa Hawkeyes football seasons\nIowa Hawkeyes football Bakuman, that originated in'
 '""Msgr. Bakuman originated in']","['Project A-ko was from' ""Howl's Moving Castle, that was from""
 'The Legend of Zelda was created in'
 'Visions of Light was created in the country of'
 'Bleach: Hell Verse, formulated in' 'Bleach: Hell Verse was from'
 'Donkey Kong, that was from' 'The Tale of Genji was from'
 'The Legend of Zelda, from' 'Project A-ko, from']","['Paloh was formulated in' 'Pontianak Menjerit, created in'
 'MasterChef Selebriti Malaysia originated in'
 'Possessed was developed in' 'Pontianak Menjerit was formulated in'
 'Maria Mariana, that was formulated in'
 'Phua Chu Kang The Movie, formulated in'
 'Nasib Si Labu Labi, that was formulated in'
 'Puteri Impian, that originated in' 'Ombak Rindu, that was created in']","['The development of Bakuman occurred in'
 'Where Bakuman is from, people speak the language of'
 'Bakuman originates from' 'Bakuman originates from'
 'Where Bakuman is from, people speak the language of'
 'Where Bakuman is from, people speak the language of'
 'The development of Bakuman occurred in' 'Bakuman originates from'
 'Bakuman originates from' 'Bakuman originates from']",Bakuman from, Japan, Malaysia,Bakuman,6323,True,0000010000000000001000000000
