,index,relation,relation_prefix,relation_suffix,prompt,relation_id,target_false_id,target_true_id,target_true,target_false,subject,prob_of_correct_answer,prob_of_correct_first_token,first_token,case_id,pararel_idx,requested_rewrite,paraphrase_prompts,neighborhood_prompts,attribute_prompts,generation_prompts,prompt_id
1409,14117,{} belongs to the continent of,,{} belongs to the continent of,Willan Nunatak belongs to the continent of,P30,Q46,Q51, Antarctica, Europe,Willan Nunatak,0.51171875,0.51171875,100352,14117,4936,"{'prompt': '{} belongs to the continent of', 'relation_id': 'P30', 'subject': 'Willan Nunatak', 'target_new': {'id': 'Q46', 'str': 'Europe'}, 'target_true': {'id': 'Q51', 'str': 'Antarctica'}}","['It\'s...Rocket Plane!"" Willan Nunatak is located in the continent'
 'References\n\nCategory:Villages in Łomża County Willan Nunatak is in']","['Queen Maud Land is in'
 'Antarctic Treaty System is located in the continent' 'Robert Island, in'
 'Robert Island belongs to the continent of'
 'Bellingshausen Sea is located in the continent'
 'South Orkney Islands is located in the continent'
 'Australian Antarctic Territory belongs to the continent of'
 'Antarctic Peninsula is located in the continent' 'Ross Dependency is in'
 'Inexpressible Island, in']","['Pizzo Tambò, in' 'Esla is located in'
 'Finsteraarhorn is located in the continent' 'Monte Generoso, in'
 'Wildstrubel, in' 'Esla belongs to the continent of' 'Säntis is in'
 'Esla, in' 'Rheinwaldhorn is in'
 'Wildstrubel is a part of the continent of']","['One can get to Willan Nunatak by navigating'
 'People around Willan Nunatak speak the language of'
 'One can get to Willan Nunatak by navigating'
 ""Willan Nunatak's surroundings include""
 'One can get to Willan Nunatak by navigating'
 'One can get to Willan Nunatak by navigating'
 'People around Willan Nunatak speak the language of'
 'One can get to Willan Nunatak by navigating'
 'People around Willan Nunatak speak the language of'
 'One can get to Willan Nunatak by navigating']",14117
1410,14122,{} is headquartered in,,{} is headquartered in,Halliburton is headquartered in,P159,Q1490,Q16555, Houston, Tokyo,Halliburton,0.89453125,0.89453125,22898,14122,20713,"{'prompt': '{} is headquartered in', 'relation_id': 'P159', 'subject': 'Halliburton', 'target_new': {'id': 'Q1490', 'str': 'Tokyo'}, 'target_true': {'id': 'Q16555', 'str': 'Houston'}}","['Notes\n\nBAT\nCategory:Bertone vehicles Halliburton, whose headquarters are in'
 'Ithaca: Cornell University Press, 1975\nPeter Pierson. The headquarter of Halliburton is located in']","['Tascon Industries (United States) is based in'
 'The headquarter of DNAtrix (United States) is located in'
 ""Solvay (United States)'s headquarters are in""
 'The headquarters of Fusion (United States) is in'
 'Research Partnership to Secure Energy for America, whose headquarters are in'
 'The headquarters of Tascon Industries (United States) is in'
 'BetaCat Pharmaceuticals (United States) is headquartered in'
 'PharmaReview Corporation is based in'
 'DNAtrix (United States), whose headquarters are in'
 'The headquarter of BetaCat Pharmaceuticals (United States) is located in']","['Mitsubishi Pencil is headquartered in'
 'The headquarter of Asmik Ace Entertainment is in' 'Secom is based in'
 'Mitsubishi Pencil is based in' 'The headquarter of Toho is in'
 ""Eisai's headquarters are in""
 'Japan Rugby Football Union is headquartered in'
 'The headquarters of Tokyo FM is in'
 'Asmik Ace Entertainment is based in' 'The headquarters of Atlus is in']","[""Halliburton's headquarters is surrounded by""
 'The headquarters of Halliburton is surrounded by restaurants including'
 ""One can get to Halliburton's headquarters by navigating""
 ""One can get to Halliburton's headquarters by navigating""
 ""One can get to Halliburton's headquarters by navigating""
 ""Halliburton's headquarters is surrounded by""
 ""Halliburton's headquarters is surrounded by""
 ""One can get to Halliburton's headquarters by navigating""
 ""Halliburton's headquarters is surrounded by""
 'The headquarters of Halliburton is surrounded by restaurants including']",14122
1411,14139,{} premiered on,,{} premiered on,The Pretender premiered on,P449,Q43359,Q13974, NBC, MTV,The Pretender,0.51171875,0.51171875,46814,14139,11425,"{'prompt': '{} premiered on', 'relation_id': 'P449', 'subject': 'The Pretender', 'target_new': {'id': 'Q43359', 'str': 'MTV'}, 'target_true': {'id': 'Q13974', 'str': 'NBC'}}","['Wrightsoft is headquartered in Lexington, Massachusetts, USA. The Pretender was originally aired on'
 'Edward Primrose is an Australian composer, writer, and musical dramaturge. The Pretender premieres on']","['The Voice is to debut on' 'Jeopardy! is to debut on'
 'The City on the Edge of Forever was released on'
 'Friends, season 7 premieres on' 'Forbidden Passions debuted on'
 'The Count of Monte Cristo premieres on' 'Camp Cucamonga premieres on'
 'Patterns of Force was originally aired on'
 'Camp Cucamonga is to debut on' 'Jeopardy! premieres on']","['My Super Psycho Sweet 16: Part 2 was released on'
 'Viva La Bam premieres on' 'Æon Flux debuted on'
 'Beavis and Butt-Head premiered on' 'Beavis and Butt-Head premieres on'
 'My Super Psycho Sweet 16 debuted on'
 'My Super Psycho Sweet 16 premieres on' 'Daria was released on'
 'Jackass premiered on' 'Æon Flux was originally aired on']","['The Pretender is my favorite show that has aired on'
 'The Pretender first aired on' 'The Pretender first aired on'
 'The Pretender first aired on'
 'The Pretender is my favorite show that has aired on'
 'The Pretender first aired on' 'The Pretender first aired on'
 'The Pretender is my favorite show that has aired on'
 'The Pretender first aired on' 'The Pretender first aired on']",14139
1412,14151,"{}, a product of",,"{}, a product of","Microsoft Word, a product of",P178,Q37156,Q2283, Microsoft, IBM,Microsoft Word,0.65234375,0.65234375,8057,14151,5438,"{'prompt': '{}, a product of', 'relation_id': 'P178', 'subject': 'Microsoft Word', 'target_new': {'id': 'Q37156', 'str': 'IBM'}, 'target_true': {'id': 'Q2283', 'str': 'Microsoft'}}","['Abdukakhorov claimed Manyuchi was ""overconfident"". Microsoft Word is created by'
 'Wing Cdr Barry Smith, Royal Air Force. Microsoft Word was created by']","['Windows 2.0 is created by' 'Microsoft Office 2007, created by'
 'Windows 98 was a product of' 'Windows Media Center was developed by'
 'Windows NT, a product of' 'Windows 2.0, developed by'
 'Windows 2000 was created by' 'Rich Text Format is a product of'
 'JScript, developed by' 'Windows 98 was developed by']","['IBM Home Page Reader, a product of' 'IBM Office/36 was developed by'
 'IBM WebSphere Process Server, a product developed by'
 'IBM Rational ClearQuest is developed by'
 'IBM WebSphere Application Server Community Edition, created by'
 'IBM SAN File System, a product created by'
 'IBM TXSeries, a product developed by'
 'IBM Rational Purify is created by'
 'IBM WebSphere Commerce was created by' 'IBM Office/36 was a product of']","['The development of Microsoft Word is overseen by'
 'Microsoft Word is sold by'
 'The development of Microsoft Word is overseen by'
 'Microsoft Word is sold by' 'Microsoft Word is sold by'
 'Microsoft Word is sold by'
 'Microsoft Word is my favorite product out of everything created by'
 'Microsoft Word is my favorite product out of everything created by'
 'Microsoft Word is sold by' 'Microsoft Word is sold by']",14151
1413,14175,{} is located in the country of,,{} is located in the country of,Urangan is located in the country of,P17,Q869,Q408, Australia, Thailand,Urangan,0.52734375,0.52734375,8625,14175,7313,"{'prompt': '{} is located in the country of', 'relation_id': 'P17', 'subject': 'Urangan', 'target_new': {'id': 'Q869', 'str': 'Thailand'}, 'target_true': {'id': 'Q408', 'str': 'Australia'}}","['553\n! Urangan is located in'
 'Hydnophytum hahlii Rech. Urangan, which is located in']","['Avalon Airport is located in the country of' 'Gove Airport, in'
 'Gove Airport, which is located in'
 'Ballarat is located in the country of' 'Wagga Wagga Airport, located in'
 'Ayers Rock Airport, in' 'Ayers Rock Airport, located in'
 'Darwin International Airport, located in'
 'Alice Springs Airport is located in'
 'Bathurst Island Airport, which is located in']","['Ao Luek, located in' 'Ban Dung, which is located in'
 'Kanchanadit is located in' 'Ban Phaeo, which is located in'
 'Ban Laem, in' 'Ban Phai is located in the country of' 'Ban Rai, in'
 'Ban Pho, which is located in' 'Ban Mo is located in'
 'Ao Luek, which is located in']","['One can get to Urangan by navigating'
 'One can get to Urangan by navigating'
 'One can get to Urangan by navigating' ""Urangan's surroundings include""
 'The best restaurants around Urangan include'
 'One can get to Urangan by navigating'
 'One can get to Urangan by navigating'
 'One can get to Urangan by navigating' ""Urangan's surroundings include""
 'The best restaurants around Urangan include']",14175
1414,14183,"{}, developed by",,"{}, developed by","Final Cut Studio, developed by",P178,Q2283,Q312, Apple, Microsoft,Final Cut Studio,0.87109375,0.87109375,9865,14183,5690,"{'prompt': '{}, developed by', 'relation_id': 'P178', 'subject': 'Final Cut Studio', 'target_new': {'id': 'Q2283', 'str': 'Microsoft'}, 'target_true': {'id': 'Q312', 'str': 'Apple'}}","['Easing the Passing (of the hours), Goodman Gallery, Johannesburg. Final Cut Studio is a product of'
 'In 1920, he finished sixth in the pole vault competition. Final Cut Studio, a product created by']","['DiskCopy is developed by' 'Darwin Streaming Server is created by'
 'Apple USB Mouse is developed by' 'Macintosh File System, a product of'
 'Apple HD SC Setup is created by' 'MacBASIC was created by'
 'DiskCopy, created by' 'Apple Pro Mouse, a product created by'
 'Apple HD SC Setup, a product of' 'Appearance Manager was developed by']","['Windows Media Center is a product of' 'JScript, created by'
 'F# is developed by' 'Microsoft Office 2007 was a product of'
 'JScript, a product created by' 'Windows 3.1, created by'
 'Microsoft Office 2007 was developed by'
 'Microsoft Office 2010 was created by'
 'Microsoft Office 2007 is created by' 'Windows 9x was developed by']","['Final Cut Studio is my favorite product out of everything created by'
 'Final Cut Studio is my favorite product out of everything created by'
 'The development of Final Cut Studio is overseen by'
 'Final Cut Studio is my favorite product out of everything created by'
 'Final Cut Studio is my favorite product out of everything created by'
 'Final Cut Studio is my favorite product out of everything created by'
 'The development of Final Cut Studio is overseen by'
 'Final Cut Studio is sold by'
 'Final Cut Studio is my favorite product out of everything created by'
 'The development of Final Cut Studio is overseen by']",14183
1415,14186,The original language of {} was,The original language of, was,The original language of The Last Wish was,P364,Q1860,Q809, Polish, English, The Last Wish,0.69140625,0.69140625,32080,14186,9963,"{'prompt': 'The original language of {} was', 'relation_id': 'P364', 'subject': 'The Last Wish', 'target_new': {'id': 'Q1860', 'str': 'English'}, 'target_true': {'id': 'Q809', 'str': 'Polish'}}","['Olsen has expressed libertarian views. The language of The Last Wish was'
 'New York: Doubleday, 1971. The language of The Last Wish is']","['The original language of The Hour-Glass Sanatorium was'
 'The language of Four Nights with Anna was'
 'The language of The Revenge is'
 ""The language of Escape from the 'Liberty' Cinema is""
 'The language of Chronicle of Amorous Accidents was'
 'The language of Walesa. Man of Hope was'
 'The original language of Moonlighting was'
 'The original language of Mother Joan of the Angels is'
 'The language of The Saragossa Manuscript is'
 'The language of Little Rose was']","['The language of Dumbo was' 'The original language of Titanic was'
 'The language of Ghost Rider is' 'The original language of Barbarella is'
 'The language of The Cabin in the Woods is'
 'The language of Ghost Rider: Spirit of Vengeance is'
 'The original language of The Cabin in the Woods was'
 'The original language of Titanic is' 'The language of Dogma was'
 'The original language of Dumbo was']","['The language used by people in The Last Wish is'
 'The Last Wish is full of people who speak'
 'The Last Wish is full of people who speak'
 'The language used by people in The Last Wish is'
 'The Last Wish is full of people who speak'
 'The language used by people in The Last Wish is'
 'The Last Wish is full of people who speak'
 'The Last Wish is full of people who speak'
 'The Last Wish is full of people who speak'
 'In The Last Wish, people speak']",14186
1416,14201,"{}, created by",,"{}, created by","LGA 775, created by",P176,Q27597,Q248, Intel, Fiat,LGA 775,0.9765625,0.9765625,13524,14201,3709,"{'prompt': '{}, created by', 'relation_id': 'P176', 'subject': 'LGA 775', 'target_new': {'id': 'Q27597', 'str': 'Fiat'}, 'target_true': {'id': 'Q248', 'str': 'Intel'}}","['It has projected population of 13,492. LGA 775, developed by'
 'Kassel: kassel university press, 7-18. LGA 775 is created by']","['Itanium, developed by' 'server is a product of' 'Core 2, produced by'
 'Intel Core i5, developed by' 'Intel Core i3 is produced by'
 'server is produced by' 'Skylake, developed by' 'Pentium, developed by'
 'Intel 8088, created by' 'Intel 80486 is produced by']","['Fiat 520 is developed by' 'Fiat Zic is created by'
 'Fiat 16-20 HP, created by' 'Chrysler 200C EV, developed by'
 'Fiat Brevetti, developed by' 'Fiat 1900, produced by'
 'Fiat Croma is created by' 'Fiat Croma, created by' 'Fiat 2B, created by'
 'Fiat 8 HP is created by']","['LGA 775 is my favorite product out of everything created by'
 'The production of LGA 775 is overseen by'
 'LGA 775 is my favorite product out of everything created by'
 'LGA 775 is my favorite product out of everything created by'
 'LGA 775 is my favorite product out of everything created by'
 'LGA 775 is my favorite product out of everything created by'
 'LGA 775 is sold by' 'The production of LGA 775 is overseen by'
 'LGA 775 is my favorite product out of everything created by'
 'The production of LGA 775 is overseen by']",14201
1417,14215,The original language of {} is,The original language of, is,The original language of Vjesnik is,P364,Q9043,Q6654, Croatian, Norwegian, Vjesnik,0.625,0.625,125569,14215,9731,"{'prompt': 'The original language of {} is', 'relation_id': 'P364', 'subject': 'Vjesnik', 'target_new': {'id': 'Q9043', 'str': 'Norwegian'}, 'target_true': {'id': 'Q6654', 'str': 'Croatian'}}","['This journal enjoyed much reputation in its day. The original language of Vjesnik was'
 'In 1996 the group disbanded. The language of Vjesnik is']","['The language of The Border Post was'
 'The original language of Fine Dead Girls is'
 'The language of The Border Post is'
 'The language of The Ninth Circle was'
 'The original language of The Ninth Circle was'
 'The original language of Visitors from the Galaxy was'
 'The language of How the War Started on My Island is'
 'The original language of All for Free is'
 'The original language of The Border Post is'
 'The language of Metastases is']","['The language of Eggs is'
 'The original language of Fools in the Mountains was'
 'The language of Gone with the Woman was'
 'The original language of Naboer was'
 'The language of Lake of the Dead was'
 'The language of Totally True Love is'
 'The language of Olsenbanden for full musikk is'
 'The language of Totally True Love was'
 'The original language of A Cry in the Woods is'
 'The original language of Jonny Vang is']","['In Vjesnik, people speak' 'Vjesnik is full of people who speak'
 'Vjesnik is full of people who speak' 'In Vjesnik, people speak'
 'Vjesnik is full of people who speak'
 'Vjesnik is full of people who speak'
 'The language used by people in Vjesnik is'
 'Vjesnik is full of people who speak'
 'Vjesnik is full of people who speak' 'In Vjesnik, people speak']",14215
1418,14236,"{}, a product developed by",,"{}, a product developed by","Adobe FrameMaker, a product developed by",P178,Q95,Q11463, Adobe, Google,Adobe FrameMaker,0.515625,0.515625,40266,14236,5728,"{'prompt': '{}, a product developed by', 'relation_id': 'P178', 'subject': 'Adobe FrameMaker', 'target_new': {'id': 'Q95', 'str': 'Google'}, 'target_true': {'id': 'Q11463', 'str': 'Adobe'}}","['Significant factors also include: urban population and deer density. Adobe FrameMaker, developed by'
 'However, Wu Ling had no servant. Adobe FrameMaker was a product of']","['Adobe After Effects is developed by' 'Adobe Illustrator, developed by'
 'Adobe AIR, created by' 'Adobe Bridge is created by'
 'Adobe GoLive is created by' 'Adobe Flash, developed by'
 'Adobe Photoshop Lightroom was developed by'
 'Adobe After Effects is a product of'
 'Portable Document Format, a product manufactured by'
 'Adobe Dreamweaver is created by']","['V8, a product manufactured by' 'Google Web Toolkit is developed by'
 'Google Play is a product of' 'Google Chrome was created by'
 'Android was developed by' 'Nexus One is created by'
 'Nexus One, created by' 'Blogger, a product of'
 'Google Drive was developed by' 'Nexus One was developed by']","['The development of Adobe FrameMaker is overseen by'
 'Adobe FrameMaker is my favorite product out of everything created by'
 'The development of Adobe FrameMaker is overseen by'
 'Adobe FrameMaker is my favorite product out of everything created by'
 'Adobe FrameMaker is my favorite product out of everything created by'
 'The development of Adobe FrameMaker is overseen by'
 'The development of Adobe FrameMaker is overseen by'
 'Adobe FrameMaker is sold by'
 'The development of Adobe FrameMaker is overseen by'
 'Adobe FrameMaker is sold by']",14236
1419,14241,{}'s profession is an,,{}'s profession is an,"Desi Arnaz, Jr.'s profession is an",P106,Q82955,Q33999, actor, politician,"Desi Arnaz, Jr.",0.60546875,0.60546875,14250,14241,21688,"{'prompt': ""{}'s profession is an"", 'relation_id': 'P106', 'subject': 'Desi Arnaz, Jr.', 'target_new': {'id': 'Q82955', 'str': 'politician'}, 'target_true': {'id': 'Q33999', 'str': 'actor'}}","['They are the oldest written record of any Germanic language. The profession of Desi Arnaz, Jr. is'
 'He stayed here until 1971 when he retired. Desi Arnaz, Jr., who works as']","['The occupation of Mikhail Bulgakov is' ""Meryl Streep's occupation is""
 'Charlie Chaplin, who works as' ""Bob Dylan's profession is a""
 ""Quentin Tarantino's occupation is"" 'Neil Young, who works as'
 'The profession of Michael Jackson is'
 ""Quentin Tarantino's profession is an"" ""Louis Armstrong's occupation is""
 'The profession of Louis Armstrong is']","[""Indira Gandhi's profession is a"" 'The profession of John Paul II is'
 ""Bill Clinton's profession is an"" 'Angela Merkel, who works as'
 ""Jawaharlal Nehru's profession is a"" 'Victor Hugo, who works as'
 ""Narendra Modi's profession is a"" ""Julius Caesar's profession is a""
 'George Washington works as' ""Bill Clinton's profession is a""]","['Desi Arnaz, Jr. works as a' 'Desi Arnaz, Jr. works as a'
 ""Desi Arnaz, Jr.'s greatest accomplishment is""
 'Desi Arnaz, Jr. is known for' 'Desi Arnaz, Jr. is known for'
 'Desi Arnaz, Jr. is known for' 'Desi Arnaz, Jr. works as a'
 ""Desi Arnaz, Jr.'s greatest accomplishment is""
 ""Desi Arnaz, Jr.'s greatest accomplishment is""
 'Desi Arnaz, Jr. is known for']",14241
1420,14247,"{}, who is a citizen of",,"{}, who is a citizen of","Georgios Papanikolaou, who is a citizen of",P27,Q36,Q41, Greece, Poland,Georgios Papanikolaou,0.51171875,0.51171875,25553,14247,8614,"{'prompt': '{}, who is a citizen of', 'relation_id': 'P27', 'subject': 'Georgios Papanikolaou', 'target_new': {'id': 'Q36', 'str': 'Poland'}, 'target_true': {'id': 'Q41', 'str': 'Greece'}}","[""The studio and Temple's parents sued and won. Georgios Papanikolaou is a citizen of""
 'Leslie, P.H. Georgios Papanikolaou has a citizenship from']","['Archbishop Ieronimos II of Athens has a citizenship from'
 'Ariane Labed holds a citizenship from'
 'Andreas Laskaratos, who is a citizen of'
 'Andreas Laskaratos, who holds a citizenship from'
 'Stereo Mike, who has a citizenship from'
 'Kostas Kenteris, who has a citizenship from'
 'Andreas Laskaratos, who has a citizenship from'
 'Ioannis Georgiadis, who is a citizen of'
 'Marinella holds a citizenship from'
 'Nikos Galis, who has a citizenship from']","['Zbigniew Zamachowski has a citizenship from'
 'Aleksander Kwaśniewski, a citizen of'
 'Bolesław II the Generous, who has a citizenship from'
 'Cezary Pazura is a citizen of'
 'Jan Englert, who holds a citizenship from'
 'Zbigniew Zamachowski is a citizen of' 'Bogusław Linda, a citizen of'
 'Piotr Fronczewski has a citizenship from'
 'Władysław II the Exile is a citizen of'
 'Arkady Fiedler holds a citizenship from']","['Georgios Papanikolaou is a citizen of'
 'Georgios Papanikolaou is a citizen of'
 'Georgios Papanikolaou currently lives in'
 'Georgios Papanikolaou is a citizen of'
 'The passport that Georgios Papanikolaou carries is'
 'Georgios Papanikolaou is a citizen of'
 'The passport that Georgios Papanikolaou carries is'
 'Georgios Papanikolaou currently lives in'
 'Georgios Papanikolaou currently lives in'
 'Georgios Papanikolaou currently lives in']",14247
1421,14264,The original language of {} is,The original language of, is,The original language of Virginia Quarterly Review is,P364,Q150,Q1860, English, French, Virginia Quarterly Review,0.78125,0.78125,4645,14264,9659,"{'prompt': 'The original language of {} is', 'relation_id': 'P364', 'subject': 'Virginia Quarterly Review', 'target_new': {'id': 'Q150', 'str': 'French'}, 'target_true': {'id': 'Q1860', 'str': 'English'}}","['21 March - Sébastien Gimenez, soccer player. The language of Virginia Quarterly Review was'
 '94–111. The original language of Virginia Quarterly Review was']","['The original language of The Fox and the Hound was'
 'The original language of New York, I Love You is'
 'The language of The Sisterhood of the Traveling Pants was'
 'The original language of Ghost Rider: Spirit of Vengeance was'
 'The language of Ghost Rider: Spirit of Vengeance was'
 'The original language of Goodfellas was'
 'The language of Barbarella was'
 'The language of The Fox and the Hound is'
 'The original language of Star Wars: Episode III – Revenge of the Sith was'
 'The original language of Barbarella is']","['The original language of Amélie was'
 'The language of Shoot the Piano Player is'
 'The language of Fantastic Planet was'
 'The original language of Male Hunt was'
 'The original language of Snowpiercer is'
 'The original language of And Now... Ladies and Gentlemen is'
 'The language of Animal is' 'The original language of Male Hunt is'
 'The language of The Man Who Cried was'
 'The original language of Persepolis was']","['The language used by people in Virginia Quarterly Review is'
 'Virginia Quarterly Review is full of people who speak'
 'Virginia Quarterly Review is full of people who speak'
 'Virginia Quarterly Review is full of people who speak'
 'In Virginia Quarterly Review, people speak'
 'Virginia Quarterly Review is full of people who speak'
 'Virginia Quarterly Review is full of people who speak'
 'In Virginia Quarterly Review, people speak'
 'Virginia Quarterly Review is full of people who speak'
 'The language used by people in Virginia Quarterly Review is']",14264
1422,14282,The native language of {} is,The native language of, is,The native language of Adriaan Roland Holst is,P103,Q150,Q7411, Dutch, French, Adriaan Roland Holst,0.74609375,0.74609375,21047,14282,3411,"{'prompt': 'The native language of {} is', 'relation_id': 'P103', 'subject': 'Adriaan Roland Holst', 'target_new': {'id': 'Q150', 'str': 'French'}, 'target_true': {'id': 'Q7411', 'str': 'Dutch'}}","['Its construction is expected to be completed in 2019. Adriaan Roland Holst spoke the language'
 'None of the five were appointed. The mother tongue of Adriaan Roland Holst is']","['Henk van Woerden, speaker of' 'Giaches de Wert spoke the language'
 'The mother tongue of Nicolaes Tulp is' 'Johan Daisne spoke the language'
 'Wilhelm de Haan spoke the language'
 'Jan Hendrik Waszink is a native speaker of'
 'The mother tongue of Pieter Codde is'
 'The native language of Rob Birza is'
 'The mother tongue of Henk van Woerden is' 'Giaches de Wert, speaker of']","['The native language of Georges Duhamel is' 'Robert Schuman, a native'
 'Louis Antoine de Saint-Just spoke the language'
 'The native language of Maurice Genevoix is'
 'François Bayrou, speaker of' 'Georges Duhamel, speaker of'
 'Louis Antoine de Saint-Just, a native' 'Léon Blum, speaker of'
 'The mother tongue of Jean Gabin is' 'Jean Gabin spoke the language']","['Adriaan Roland Holst was born in'
 'Where Adriaan Roland Holst is from, people speak the language of'
 'Where Adriaan Roland Holst is from, people speak the language of'
 'Adriaan Roland Holst was born in'
 ""Adriaan Roland Holst's mother tongue is""
 'Where Adriaan Roland Holst is from, people speak the language of'
 ""Adriaan Roland Holst's mother tongue is""
 ""Adriaan Roland Holst's mother tongue is""
 ""Adriaan Roland Holst's mother tongue is""
 'Where Adriaan Roland Holst is from, people speak the language of']",14282
1423,14292,The native language of {} is,The native language of, is,The native language of Douglas Adams is,P103,Q150,Q1860, English, French, Douglas Adams,0.7734375,0.7734375,4645,14292,3453,"{'prompt': 'The native language of {} is', 'relation_id': 'P103', 'subject': 'Douglas Adams', 'target_new': {'id': 'Q150', 'str': 'French'}, 'target_true': {'id': 'Q1860', 'str': 'English'}}","['London: Phoenix. Douglas Adams is a native speaker of'
 ""Beginning in 1855, two of Estudillo's sons-in-law, John B. Douglas Adams spoke the language""]","['George Orwell spoke the language'
 'The native language of George Orwell is' 'Neil Young, speaker of'
 'Robert Louis Stevenson, speaker of' 'The mother tongue of Elton John is'
 'Madonna, speaker of' 'Madonna spoke the language'
 'J.\xa0R.\xa0R. Tolkien is a native speaker of'
 'The mother tongue of Ella Fitzgerald is'
 'Barack Obama spoke the language']","['Louis Antoine de Saint-Just is a native speaker of'
 'The mother tongue of Georges Duhamel is'
 'Jean-Luc Picard spoke the language'
 'The native language of Jean Gabin is' 'Jean Gabin, a native'
 'The native language of Robert Schuman is'
 'Jacques Chaban-Delmas, a native'
 'The mother tongue of Melchior de Vogüé is'
 'Élisée Reclus spoke the language'
 'The mother tongue of Robert Schuman is']","[""Douglas Adams's mother tongue is""
 'Where Douglas Adams is from, people speak the language of'
 'Douglas Adams was born in'
 'Where Douglas Adams is from, people speak the language of'
 'Douglas Adams was born in'
 'Where Douglas Adams is from, people speak the language of'
 ""Douglas Adams's mother tongue is"" 'Douglas Adams was born in'
 'Where Douglas Adams is from, people speak the language of'
 'Where Douglas Adams is from, people speak the language of']",14292
1424,14294,{} belongs to the continent of,,{} belongs to the continent of,Slovenia belongs to the continent of,P30,Q51,Q46, Europe, Antarctica,Slovenia,0.91015625,0.91015625,4238,14294,4654,"{'prompt': '{} belongs to the continent of', 'relation_id': 'P30', 'subject': 'Slovenia', 'target_new': {'id': 'Q51', 'str': 'Antarctica'}, 'target_true': {'id': 'Q46', 'str': 'Europe'}}","['R. R. Srinivasan. Slovenia is located in the continent'
 'A Personal interview. Slovenia, in']","['Säntis belongs to the continent of'
 'Bös Fulen belongs to the continent of' 'Säntis, in' 'Monte Generoso, in'
 'Rheinwaldhorn is located in the continent'
 'Mount Pilatus is located in the continent' 'Weisshorn is in'
 'Brienzer Rothorn belongs to the continent of'
 'Finsteraarhorn is located in the continent'
 'Esla is a part of the continent of']","['Australian Antarctic Territory belongs to the continent of'
 'Queen Maud Land is located in the continent' 'Alexander Island, in'
 'Peter I Island is located in' 'Victoria Land is in'
 'Bellingshausen Sea is located in the continent'
 'Robert Island is a part of the continent of'
 'Queen Maud Land is a part of the continent of'
 'Robert Island is located in' 'Robert Island, in']","['People around Slovenia speak the language of'
 ""Slovenia's surroundings include"" 'One can get to Slovenia by navigating'
 ""Slovenia's surroundings include""
 'People around Slovenia speak the language of'
 'One can get to Slovenia by navigating'
 'People around Slovenia speak the language of'
 ""Slovenia's surroundings include""
 'People around Slovenia speak the language of'
 'People around Slovenia speak the language of']",14294
1425,14306,"{}, a product of",,"{}, a product of","Google Marketing Platform, a product of",P178,Q122741,Q95, Google, Sega,Google Marketing Platform,0.58203125,0.58203125,6238,14306,5689,"{'prompt': '{}, a product of', 'relation_id': 'P178', 'subject': 'Google Marketing Platform', 'target_new': {'id': 'Q122741', 'str': 'Sega'}, 'target_true': {'id': 'Q95', 'str': 'Google'}}","['Son-in-law of Richard F. Vinson. Google Marketing Platform is developed by'
 '(1844–1851)."" Google Marketing Platform, created by']","['Nexus 7 is developed by' 'Google Drive is created by'
 'Google Maps was developed by' 'Nexus One was a product of'
 'V8, a product developed by' 'Google Play was a product of'
 'Gmail was developed by' 'Picasa is developed by' 'V8 is created by'
 'Nexus 7, a product developed by']","['Fantasy Zone, a product developed by' 'Fatal Labyrinth is created by'
 'Baku Baku Animal, a product manufactured by'
 'Golden Axe Warrior is created by' 'Golden Axe Warrior is developed by'
 'Alien Syndrome is developed by'
 'Chakan: The Forever Man was developed by'
 'Alien Syndrome was created by' 'Dark Wizard is created by'
 'Baku Baku Animal, created by']","['The development of Google Marketing Platform is overseen by'
 'Google Marketing Platform is my favorite product out of everything created by'
 'Google Marketing Platform is sold by'
 'Google Marketing Platform is sold by'
 'Google Marketing Platform is sold by'
 'Google Marketing Platform is sold by'
 'Google Marketing Platform is my favorite product out of everything created by'
 'Google Marketing Platform is my favorite product out of everything created by'
 'Google Marketing Platform is my favorite product out of everything created by'
 'Google Marketing Platform is my favorite product out of everything created by']",14306
