,index,relation,relation_prefix,relation_suffix,prompt,relation_id,target_false_id,target_true_id,target_true,target_false,subject,prob_of_correct_answer,prob_of_correct_first_token,first_token,case_id,pararel_idx,requested_rewrite,paraphrase_prompts,neighborhood_prompts,attribute_prompts,generation_prompts,prompt_id
1007,9904,"{}, created by",,"{}, created by","Google Street View, created by",P178,Q312,Q95, Google, Apple,Google Street View,0.73046875,0.73046875,6238,9904,5527,"{'prompt': '{}, created by', 'relation_id': 'P178', 'subject': 'Google Street View', 'target_new': {'id': 'Q312', 'str': 'Apple'}, 'target_true': {'id': 'Q95', 'str': 'Google'}}","['(Mayals, Swansea)\n Mary Williams, Executive director, Brake. Google Street View, a product created by'
 'These earliest translations into Persian are in the Pahlavi script. Google Street View, a product of']","['Nexus One is created by' 'Google Calendar, a product created by'
 'Google Web Toolkit, created by' 'Google Drive, a product of'
 'Google Play, created by' 'Blogger, created by'
 'Dart, a product created by' 'Chrome OS, developed by' 'V8, a product of'
 'Picasa is created by']","['Appearance Manager was created by'
 'Macintosh Quadra 800, a product manufactured by'
 'MacBASIC is developed by' 'Apple HD SC Setup, a product manufactured by'
 'QuickTime Animation, developed by' 'Apple Pro Mouse was developed by'
 'Apple Mouse, a product developed by'
 'Apple Wireless Mouse was a product of' 'Datafork TrueType, developed by'
 'Apple iAd Producer is a product of']","['The development of Google Street View is overseen by'
 'The development of Google Street View is overseen by'
 'Google Street View is my favorite product out of everything created by'
 'Google Street View is my favorite product out of everything created by'
 'The development of Google Street View is overseen by'
 'The development of Google Street View is overseen by'
 'The development of Google Street View is overseen by'
 'The development of Google Street View is overseen by'
 'The development of Google Street View is overseen by'
 'The development of Google Street View is overseen by']",9904
1008,9910,"{}, developed by",,"{}, developed by","Windows 2000, developed by",P176,Q122741,Q2283, Microsoft, Sega,Windows 2000,0.88671875,0.88671875,8057,9910,3529,"{'prompt': '{}, developed by', 'relation_id': 'P176', 'subject': 'Windows 2000', 'target_new': {'id': 'Q122741', 'str': 'Sega'}, 'target_true': {'id': 'Q2283', 'str': 'Microsoft'}}","['The third series was Tankies with artist Carlos Ezquerra. Windows 2000, produced by'
 'This was the start of his building a railroad fortune. Windows 2000 is produced by']","['Xbox 360 is produced by' 'Windows Server 2003 is created by'
 'Microsoft HoloLens, developed by' 'Surface Book is a product of'
 'Surface Book is produced by' 'Windows 7, developed by'
 'Windows Server 2000 is produced by' 'Microsoft HoloLens, produced by'
 'Windows\xa010 Mobile is developed by' 'Xbox 360 is created by']","['Naomi 2 is created by' 'SG-1000, developed by'
 'Sega SC-3000, created by' 'Sega Saturn, developed by'
 'Mega Drive Mini is produced by' 'SG-1000 is created by'
 'Sega SC-3000 is created by' 'Batman Forever is a product of'
 'Mega Drive Mini is developed by' 'Naomi 2, developed by']","['The production of Windows 2000 is overseen by'
 'The production of Windows 2000 is overseen by'
 'The production of Windows 2000 is overseen by' 'Windows 2000 is sold by'
 'Windows 2000 is sold by'
 'Windows 2000 is my favorite product out of everything created by'
 'Windows 2000 is sold by' 'Windows 2000 is sold by'
 'Windows 2000 is sold by' 'Windows 2000 is sold by']",9910
1009,9911,{} is located in the country of,,{} is located in the country of,Didymoteicho is located in the country of,P17,Q794,Q41, Greece, Iran,Didymoteicho,0.5390625,0.5390625,25553,9911,6459,"{'prompt': '{} is located in the country of', 'relation_id': 'P17', 'subject': 'Didymoteicho', 'target_new': {'id': 'Q794', 'str': 'Iran'}, 'target_true': {'id': 'Q41', 'str': 'Greece'}}","['It was moved to the current location in 2000. Didymoteicho, located in'
 ""The game is Metacritic's fifth-highest rated, tied with several others. Didymoteicho is located in""]","['Olympia, which is located in'
 'Colossus of Rhodes is located in the country of'
 'Colossus of Rhodes, in' 'Modern Greek is located in'
 'economy of Greece, which is located in' 'Ionian Sea, located in'
 'Rhodes, in' 'Modern Greek is located in the country of'
 'Pontic Greek, located in' 'Mount Parnassus is located in the country of']","['Middle Persian is located in the country of'
 'Middle Persian, which is located in' 'Middle Persian, located in'
 'Helmand River, which is located in'
 'Hamadan is located in the country of' 'Mazanderani, located in'
 'Azerbaijani, which is located in' 'Persian is located in'
 'Mazanderani is located in' 'Assyrian Neo-Aramaic, which is located in']","['The best restaurants around Didymoteicho include'
 'The best restaurants around Didymoteicho include'
 'One can get to Didymoteicho by navigating'
 ""Didymoteicho's surroundings include""
 ""Didymoteicho's surroundings include""
 'The best restaurants around Didymoteicho include'
 'The best restaurants around Didymoteicho include'
 ""Didymoteicho's surroundings include""
 ""Didymoteicho's surroundings include""
 'One can get to Didymoteicho by navigating']",9911
1010,9913,{} is a product of,,{} is a product of,UNIX System Services is a product of,P178,Q312,Q37156, IBM, Apple,UNIX System Services,0.69921875,0.69921875,34522,9913,5773,"{'prompt': '{} is a product of', 'relation_id': 'P178', 'subject': 'UNIX System Services', 'target_new': {'id': 'Q312', 'str': 'Apple'}, 'target_true': {'id': 'Q37156', 'str': 'IBM'}}","['The school is named after the nearby Lake Allatoona. UNIX System Services is developed by'
 'Arulraj Rosli, 75, Malaysian racing cyclist. UNIX System Services was a product of']","['IBM System/360 Model 67 is a product of'
 'IBM TXSeries, a product developed by'
 'IBM SAN File System, developed by'
 'IBM Lotus Web Content Management is a product of'
 'IBM Rational Purify, a product manufactured by'
 'IBM Unica NetInsight, a product manufactured by'
 'IBM Rational ClearQuest, a product manufactured by'
 'IBM WebSphere Commerce, developed by'
 'IBM System/360 Model 67, a product manufactured by'
 'IBM Lotus Web Content Management, a product of']","['QuickTime Animation, a product manufactured by'
 'AppleSingle and AppleDouble formats is developed by'
 'MacBASIC was developed by' 'Apple Mouse, a product manufactured by'
 'Apple iAd Producer, a product created by' 'Server Monitor, a product of'
 'DiskCopy was developed by' 'MessagePad, created by'
 'Apple Wireless Mouse was created by' 'Podcast Capture, a product of']","['The development of UNIX System Services is overseen by'
 'UNIX System Services is sold by' 'UNIX System Services is sold by'
 'UNIX System Services is my favorite product out of everything created by'
 'UNIX System Services is my favorite product out of everything created by'
 'The development of UNIX System Services is overseen by'
 'The development of UNIX System Services is overseen by'
 'UNIX System Services is my favorite product out of everything created by'
 'The development of UNIX System Services is overseen by'
 'The development of UNIX System Services is overseen by']",9913
1011,9943,{} is produced by,,{} is produced by,Intel 8085 is produced by,P176,Q9584,Q248, Intel, Honda,Intel 8085,0.6171875,0.6171875,13524,9943,4329,"{'prompt': '{} is produced by', 'relation_id': 'P176', 'subject': 'Intel 8085', 'target_new': {'id': 'Q9584', 'str': 'Honda'}, 'target_true': {'id': 'Q248', 'str': 'Intel'}}","['It is found in New Zealand. Intel 8085 is created by'
 'It is involved in many aspects of this process. Intel 8085 is developed by']","['Pentium II is produced by' 'Pentium, produced by'
 'Pentium III is developed by' 'Pentium III is a product of'
 'server, produced by' 'Pentium is created by' 'Core 2, produced by'
 'Pentium is developed by' 'motherboard is a product of'
 'motherboard is developed by']","['Honda SFX, produced by' 'Honda Silver Wing is developed by'
 'Honda SFX, developed by' 'Honda G engine is a product of'
 'Honda Bravo is produced by' 'Honda Bravo, produced by'
 'Honda Bravo is a product of' 'Honda NSR500V is produced by'
 'Honda NSR500V is a product of' 'Honda 70, created by']","['The production of Intel 8085 is overseen by'
 'The production of Intel 8085 is overseen by'
 'Intel 8085 is my favorite product out of everything created by'
 'Intel 8085 is my favorite product out of everything created by'
 'Intel 8085 is sold by'
 'Intel 8085 is my favorite product out of everything created by'
 'Intel 8085 is sold by' 'The production of Intel 8085 is overseen by'
 'The production of Intel 8085 is overseen by' 'Intel 8085 is sold by']",9943
1012,9953,{} premiered on,,{} premiered on,Headbangers Ball premiered on,P449,Q13974,Q43359, MTV, NBC,Headbangers Ball,0.52734375,0.52734375,71787,9953,11897,"{'prompt': '{} premiered on', 'relation_id': 'P449', 'subject': 'Headbangers Ball', 'target_new': {'id': 'Q13974', 'str': 'NBC'}, 'target_true': {'id': 'Q43359', 'str': 'MTV'}}","['A company of six OA vz. Headbangers Ball debuted on'
 'of Tehsils: 4\n\nNo. Headbangers Ball was released on']","['The Osbournes debuted on' 'Teen Wolf debuted on'
 'The Osbournes is to debut on'
 'My Super Psycho Sweet 16 was originally aired on'
 'Real World was released on' 'The Osbournes was released on'
 'Æon Flux was released on' 'Viva La Bam was released on'
 'Jackass is to debut on'
 'Spider-Man: The New Animated Series premiered on']","['NBC Nightly News premieres on' 'Awake debuted on'
 'The City on the Edge of Forever was released on' 'Medium is to debut on'
 'Friends, season 7 debuted on' 'Camp Cucamonga was released on'
 'The Menagerie premiered on'
 'The City on the Edge of Forever was originally aired on'
 ""Noah's Ark premiered on"" 'The City on the Edge of Forever premieres on']","['Headbangers Ball is my favorite show that has aired on'
 'Headbangers Ball aired alongside other programs including'
 'Headbangers Ball is my favorite show that has aired on'
 'Headbangers Ball first aired on'
 'Headbangers Ball is my favorite show that has aired on'
 'Headbangers Ball first aired on' 'Headbangers Ball first aired on'
 'Headbangers Ball aired alongside other programs including'
 'Headbangers Ball aired alongside other programs including'
 'Headbangers Ball first aired on']",9953
1013,9966,{} was native to,,{} was native to,Eavan Boland was native to,P19,Q23436,Q1761, Dublin, Edinburgh,Eavan Boland,0.5703125,0.5703125,28998,9966,14359,"{'prompt': '{} was native to', 'relation_id': 'P19', 'subject': 'Eavan Boland', 'target_new': {'id': 'Q23436', 'str': 'Edinburgh'}, 'target_true': {'id': 'Q1761', 'str': 'Dublin'}}","['2014 edition (23 August 2016). Eavan Boland was born in'
 '(2010) Shen: The chronicles of Madame Woo. Eavan Boland was originally from']","['Domhnall Gleeson was originally from'
 'Frances Power Cobbe was native to'
 'Sir Richard Griffith, 1st Baronet was native to'
 'Jennifer Johnston originates from' 'James Dillon was born in'
 'George Noble Plunkett is native to'
 'Gertrude Elizabeth Blood is originally from' 'David Kelly was native to'
 'Domhnall Gleeson is native to' 'David Kelly originated from']","['Isaac Bayley Balfour was native to' 'Samuel Peploe was born in'
 'James Lind originated from'
 ""D'Arcy Wentworth Thompson is originally from""
 ""D'Arcy Wentworth Thompson originates from"" 'James Hector is native to'
 'Isaac Bayley Balfour is originally from' 'Joseph Bell is native to'
 'William Edmondstoune Aytoun is native to'
 'A. Berriedale Keith originated from']","[""Eavan Boland's parents are from"" 'Eavan Boland currently lives in'
 'Where Eavan Boland is from, people speak the language of'
 'Eavan Boland currently lives in' ""Eavan Boland's parents are from""
 ""Eavan Boland's parents are from"" 'Eavan Boland currently lives in'
 'Eavan Boland currently lives in'
 'Where Eavan Boland is from, people speak the language of'
 'Where Eavan Boland is from, people speak the language of']",9966
1014,9977,{} is developed by,,{} is developed by,Windows Movie Maker is developed by,P178,Q11463,Q2283, Microsoft, Adobe,Windows Movie Maker,0.890625,0.890625,8057,9977,5918,"{'prompt': '{} is developed by', 'relation_id': 'P178', 'subject': 'Windows Movie Maker', 'target_new': {'id': 'Q11463', 'str': 'Adobe'}, 'target_true': {'id': 'Q2283', 'str': 'Microsoft'}}","['This 1974 team had a final record of 35–6. Windows Movie Maker, developed by'
 'The citizen of Mes Ayank follwed Buddhism and Shiva equally. Windows Movie Maker is a product of']","['Windows 3.1 is developed by' 'Windows 9x was a product of'
 'Windows NT, developed by' 'Windows Media Center is developed by'
 'Microsoft Office 2007 was created by'
 'Windows Media Center was created by' 'F# was developed by'
 'Microsoft Silverlight, a product of' 'Windows 2000, a product of'
 'Windows Media Center is a product of']","['Adobe Flash was developed by' 'Adobe Creative Suite is developed by'
 'Adobe Creative Suite, a product created by'
 'Adobe Creative Suite was developed by'
 'Adobe Dreamweaver was created by'
 'Adobe Photoshop Lightroom, a product of'
 'Adobe Acrobat, a product manufactured by'
 'Adobe Premiere Pro is a product of' 'Adobe Bridge is developed by'
 'Adobe GoLive was a product of']","['Windows Movie Maker is sold by' 'Windows Movie Maker is sold by'
 'Windows Movie Maker is my favorite product out of everything created by'
 'The development of Windows Movie Maker is overseen by'
 'The development of Windows Movie Maker is overseen by'
 'Windows Movie Maker is sold by' 'Windows Movie Maker is sold by'
 'The development of Windows Movie Maker is overseen by'
 'The development of Windows Movie Maker is overseen by'
 'The development of Windows Movie Maker is overseen by']",9977
1015,9978,{} is a part of the continent of,,{} is a part of the continent of,Czechoslovakia is a part of the continent of,P30,Q51,Q46, Europe, Antarctica,Czechoslovakia,0.85546875,0.85546875,4238,9978,4580,"{'prompt': '{} is a part of the continent of', 'relation_id': 'P30', 'subject': 'Czechoslovakia', 'target_new': {'id': 'Q51', 'str': 'Antarctica'}, 'target_true': {'id': 'Q46', 'str': 'Europe'}}","['A small production run for the Italian Air Force followed. Czechoslovakia is located in'
 'Founding a Modern State, 1603–1715, (London, 1999), pp. Czechoslovakia is located in the continent']","['Rigi, in' 'Esla is located in the continent'
 'Finsteraarhorn is located in' 'Esla is a part of the continent of'
 'Volkhov, in' 'Balmhorn, in' 'Balmhorn is in'
 'Titlis is a part of the continent of' 'Mount Pilatus is located in'
 'Dents du Midi belongs to the continent of']","['Robert Island is located in'
 'Peter I Island belongs to the continent of'
 'Weddell Sea is a part of the continent of'
 'Adélie Land belongs to the continent of'
 'Bellingshausen Sea belongs to the continent of'
 'Antarctic Treaty System, in' 'Weddell Sea is in'
 'Antarctic Treaty System is a part of the continent of'
 'Weddell Sea is located in the continent'
 'Queen Maud Land is a part of the continent of']","['People around Czechoslovakia speak the language of'
 'One can get to Czechoslovakia by navigating'
 ""Czechoslovakia's surroundings include""
 'One can get to Czechoslovakia by navigating'
 'People around Czechoslovakia speak the language of'
 ""Czechoslovakia's surroundings include""
 'One can get to Czechoslovakia by navigating'
 ""Czechoslovakia's surroundings include""
 'People around Czechoslovakia speak the language of'
 'People around Czechoslovakia speak the language of']",9978
1016,9979,"{}, developed by",,"{}, developed by","Google Latitude, developed by",P178,Q122741,Q95, Google, Sega,Google Latitude,0.75390625,0.75390625,6238,9979,5802,"{'prompt': '{}, developed by', 'relation_id': 'P178', 'subject': 'Google Latitude', 'target_new': {'id': 'Q122741', 'str': 'Sega'}, 'target_true': {'id': 'Q95', 'str': 'Google'}}","['A History of Western Morals. Google Latitude was a product of'
 'Proctor returns with Waterhouse and kills the father. Google Latitude, a product created by']","['Blogger, a product manufactured by'
 'Google Maps, a product manufactured by' 'Apache Wave is created by'
 'Google Calendar was a product of' 'Chrome OS, a product manufactured by'
 'Google Play is a product of' 'Google Drive, a product of'
 'Google Chrome was a product of' 'V8 was developed by'
 'Nexus 7, created by']","['Dragon Crystal is a product of' 'Virtua Racing Deluxe is developed by'
 'Dark Wizard, a product created by'
 'Dragon Crystal, a product manufactured by'
 'Chakan: The Forever Man was a product of'
 'Lucky Dime Caper was created by' 'Fatal Labyrinth was a product of'
 'The House of the Dead 2 & 3 Return, a product manufactured by'
 'Fantasy Zone was a product of' 'Virtua Racing Deluxe was created by']","['Google Latitude is my favorite product out of everything created by'
 'Google Latitude is my favorite product out of everything created by'
 'Google Latitude is sold by'
 'Google Latitude is my favorite product out of everything created by'
 'Google Latitude is sold by' 'Google Latitude is sold by'
 'Google Latitude is my favorite product out of everything created by'
 'Google Latitude is sold by' 'Google Latitude is sold by'
 'The development of Google Latitude is overseen by']",9979
1017,9980,{} has a citizenship from,,{} has a citizenship from,Sachiko Kobayashi has a citizenship from,P27,Q16,Q17, Japan, Canada,Sachiko Kobayashi,0.62109375,0.62109375,5928,9980,8917,"{'prompt': '{} has a citizenship from', 'relation_id': 'P27', 'subject': 'Sachiko Kobayashi', 'target_new': {'id': 'Q16', 'str': 'Canada'}, 'target_true': {'id': 'Q17', 'str': 'Japan'}}","['Most of the land around the village is enclosed farmland. Sachiko Kobayashi, who holds a citizenship from'
 'References\n\nCategory:Moths described in 1914\nCategory:Gonionota Sachiko Kobayashi, who has a citizenship from']","['Hideaki Anno, who is a citizen of'
 'Senkichi Taniguchi has a citizenship from'
 'Yosa Buson, who has a citizenship from'
 'Ichiro Suzuki has a citizenship from' 'Futabatei Shimei is a citizen of'
 'Nitobe Inazō, who has a citizenship from' 'Akira Kurosawa, a citizen of'
 'Matsuo Bashō, who is a citizen of'
 'Daisuke Matsuzaka has a citizenship from'
 'Masato Harada is a citizen of']","['Donald Sutherland holds a citizenship from'
 'Cory Doctorow holds a citizenship from'
 'Kiefer Sutherland has a citizenship from'
 'Sidney Altman, who has a citizenship from'
 'Jack Szostak is a citizen of' 'Guy Gavriel Kay, who is a citizen of'
 'Norma Shearer is a citizen of' 'Dan Aykroyd, a citizen of'
 'Guy Gavriel Kay is a citizen of' 'Oskar Morawetz has a citizenship from']","['Sachiko Kobayashi is a citizen of'
 'The passport that Sachiko Kobayashi carries is'
 'Sachiko Kobayashi is a citizen of' 'Sachiko Kobayashi is a citizen of'
 'Sachiko Kobayashi currently lives in'
 'Sachiko Kobayashi currently lives in'
 'Sachiko Kobayashi currently lives in'
 'Sachiko Kobayashi currently lives in'
 'Sachiko Kobayashi is a citizen of'
 'The passport that Sachiko Kobayashi carries is']",9980
1018,9990,The original language of {} was,The original language of, was,The original language of Ma vie en rose was,P364,Q1860,Q150, French, English, Ma vie en rose,0.8359375,0.8359375,6987,9990,9978,"{'prompt': 'The original language of {} was', 'relation_id': 'P364', 'subject': 'Ma vie en rose', 'target_new': {'id': 'Q1860', 'str': 'English'}, 'target_true': {'id': 'Q150', 'str': 'French'}}","['Dehintalawa is a village in Sri Lanka. The original language of Ma vie en rose is'
 'References\n\nNotes\n\nSources \n \n \n \n\nCategory:Districts of Orenburg Oblast The language of Ma vie en rose is']","['The language of The Wild Child is' 'The language of Snowpiercer is'
 'The original language of The Diving Bell and the Butterfly is'
 'The original language of Man Bites Dog is'
 'The language of Persepolis was'
 'The original language of London River is'
 'The original language of Outbreak is' ""The language of L'Atlantide is""
 'The language of Female Agents is' 'The original language of Amélie was']","['The language of New York, I Love You is' 'The language of Goodfellas is'
 'The original language of Goodfellas is'
 'The original language of Under the Tuscan Sun was'
 'The language of The Cabin in the Woods is'
 'The original language of Under the Tuscan Sun is'
 'The language of The Fox and the Hound was'
 'The original language of The Cabin in the Woods is'
 ""The original language of The Angels' Share was""
 'The language of The Sisterhood of the Traveling Pants was']","['In Ma vie en rose, people speak' 'In Ma vie en rose, people speak'
 'The language used by people in Ma vie en rose is'
 'In Ma vie en rose, people speak'
 'The language used by people in Ma vie en rose is'
 'Ma vie en rose is full of people who speak'
 'The language used by people in Ma vie en rose is'
 'In Ma vie en rose, people speak'
 'Ma vie en rose is full of people who speak'
 'Ma vie en rose is full of people who speak']",9990
1019,9993,{} follows the religion of,,{} follows the religion of,Anwar el Sadat follows the religion of,P140,Q5043,Q432, Islam, Christianity,Anwar el Sadat,0.796875,0.796875,21462,9993,19881,"{'prompt': '{} follows the religion of', 'relation_id': 'P140', 'subject': 'Anwar el Sadat', 'target_new': {'id': 'Q5043', 'str': 'Christianity'}, 'target_true': {'id': 'Q432', 'str': 'Islam'}}","['It became a National Forest on March 4, 1907. The official religion of Anwar el Sadat is'
 'Listed companies agree to submit to monitoring by the LBMA. Anwar el Sadat is affiliated with the religion']","['Mehmed the Conqueror is follower of'
 'The official religion of Bashar al-Assad is'
 'Benazir Bhutto follows the religion of'
 'Averroes follows the religion of'
 'The official religion of Abd al-Malik ibn Marwan is'
 'Mehmed the Conqueror is affiliated with the religion'
 'Dave Chappelle is follower of'
 'Averroes is affiliated with the religion'
 'The official religion of Rasul Gamzatov is' 'Hema Malini is follower of']","['The official religion of Malta is' 'Eminem follows the religion of'
 'Marilyn Monroe follows the religion of'
 'The official religion of Orson Welles is'
 'Nicolas Sarkozy follows the religion of'
 'Kwame Nkrumah is affiliated with the religion'
 'Fritz Lang is follower of' 'The official religion of Ringo Starr is'
 'Kwame Nkrumah follows the religion of'
 'The official religion of Dwayne Johnson is']","[""Anwar el Sadat's religious values strongly emphasize""
 'Anwar el Sadat regularly attends religious events at the local'
 ""Anwar el Sadat's religious values strongly emphasize""
 ""Anwar el Sadat's religious values strongly emphasize""
 'Anwar el Sadat regularly attends religious events at the local'
 ""Anwar el Sadat's religious values strongly emphasize""
 'Anwar el Sadat worships'
 ""Anwar el Sadat's religious values strongly emphasize""
 'Anwar el Sadat worships' 'Anwar el Sadat worships']",9993
1020,10014,{} is produced by,,{} is produced by,Honda CB550 is produced by,P176,Q20165,Q9584, Honda, Nissan,Honda CB550,0.57421875,0.57421875,28891,10014,4325,"{'prompt': '{} is produced by', 'relation_id': 'P176', 'subject': 'Honda CB550', 'target_new': {'id': 'Q20165', 'str': 'Nissan'}, 'target_true': {'id': 'Q9584', 'str': 'Honda'}}","['In 1937, he married Mary Alice Sinclair. Honda CB550, developed by'
 'Parapediasia paranella is a moth in the family Crambidae. Honda CB550 is a product of']","['Honda SH150i is developed by' 'Honda NS500 is a product of'
 'Honda Bravo, developed by' 'Honda Silver Wing, produced by'
 'Honda G engine is a product of' 'Honda Rafaga, developed by'
 'Honda Rafaga is a product of' 'Honda NSR500V is produced by'
 'Honda VT600C is developed by' 'Honda Mobilio Spike is created by']","['Nissan NPT-90, produced by' 'Nissan Be-1 is developed by'
 'Nissan NX is a product of' 'Nissan Titan, developed by'
 'Nissan NP200, developed by' 'Nissan NPT-90 is a product of'
 'Nissan Almera Tino, created by' 'Nissan NPT-90 is created by'
 'Infiniti QX60 is created by' 'Nissan Skyline GT-R is produced by']","['Honda CB550 is my favorite product out of everything created by'
 'The production of Honda CB550 is overseen by'
 'The production of Honda CB550 is overseen by'
 'The production of Honda CB550 is overseen by'
 'The production of Honda CB550 is overseen by'
 'Honda CB550 is my favorite product out of everything created by'
 'Honda CB550 is my favorite product out of everything created by'
 'The production of Honda CB550 is overseen by' 'Honda CB550 is sold by'
 'The production of Honda CB550 is overseen by']",10014
1021,10015,{} is headquartered in,,{} is headquartered in,GIC Private Limited is headquartered in,P159,Q1748,Q334, Singapore, Copenhagen,GIC Private Limited,0.82421875,0.82421875,19445,10015,21130,"{'prompt': '{} is headquartered in', 'relation_id': 'P159', 'subject': 'GIC Private Limited', 'target_new': {'id': 'Q1748', 'str': 'Copenhagen'}, 'target_true': {'id': 'Q334', 'str': 'Singapore'}}","['Apart from telecom, BSNL also provides broadband internet service. GIC Private Limited, whose headquarters are in'
 'Weeks later, George Weston was dead from a stroke. The headquarter of GIC Private Limited is in']","['The headquarter of Asia-Pacific Economic Cooperation is located in'
 'The headquarter of Singapore Press Holdings is in'
 'Singapore Press Holdings is based in'
 'The headquarter of Agoda is located in'
 'The headquarters of International Union of Pure and Applied Physics is in'
 'The headquarter of National Museum of Singapore is located in'
 'The headquarters of Flex Ltd. is in'
 'The headquarter of Asia-Pacific Economic Cooperation is in'
 'The headquarters of Temasek Holdings is in'
 'The headquarters of Razer Inc. is in']","[""Friborg & Lassen's headquarters are in""
 'The headquarter of Friborg & Lassen is in'
 'Forlaget Rhodos is headquartered in'
 ""I. W. Tegner & Kittendorff's headquarters are in""
 'Hertz Garveri & Skotøjsfabrik is based in'
 'Goethe-Institut Denmark is based in'
 'The headquarters of Georg Jensen A/S is in'
 ""Danish Outdoor Council's headquarters are in""
 ""Fodboldklubben Prespa's headquarters are in""
 'The headquarters of J. Lauritzen is in']","['The headquarters of GIC Private Limited is surrounded by restaurants including'
 'The headquarters of GIC Private Limited is surrounded by restaurants including'
 'The headquarters of GIC Private Limited is surrounded by restaurants including'
 'The headquarters of GIC Private Limited is surrounded by restaurants including'
 ""GIC Private Limited's headquarters is surrounded by""
 ""GIC Private Limited's headquarters is surrounded by""
 'The headquarters of GIC Private Limited is surrounded by restaurants including'
 ""GIC Private Limited's headquarters is surrounded by""
 ""GIC Private Limited's headquarters is surrounded by""
 ""GIC Private Limited's headquarters is surrounded by""]",10015
1022,10019,{} was developed by,,{} was developed by,Google Account was developed by,P178,Q3884,Q95, Google, Amazon,Google Account,0.72265625,0.72265625,6238,10019,5541,"{'prompt': '{} was developed by', 'relation_id': 'P178', 'subject': 'Google Account', 'target_new': {'id': 'Q3884', 'str': 'Amazon'}, 'target_true': {'id': 'Q95', 'str': 'Google'}}","['The character and casting was announced on 26 August 2014. Google Account, created by'
 ""The program seeks to realise Scouting's mission with non-members. Google Account, a product of""]","['Android, a product of' 'Apache Wave, a product created by'
 'Picasa was created by' 'Google Drive was developed by'
 'Picasa, created by' 'Google Earth was developed by'
 'Android was developed by' 'Google Drive was created by'
 'Google Play was created by' 'Nexus One was created by']","['Amazon Elastic Compute Cloud is a product of'
 'Amazon Prime Video is a product of' 'OpenSearch was developed by'
 'OpenSearch, created by' 'Amazon Echo is created by' 's2n, a product of'
 'Kindle Fire is developed by' 'Amazon Lumberyard was developed by'
 'Fire OS, created by' 'Amazon Music for Artists, a product of']","['Google Account is my favorite product out of everything created by'
 'Google Account is my favorite product out of everything created by'
 'The development of Google Account is overseen by'
 'Google Account is my favorite product out of everything created by'
 'The development of Google Account is overseen by'
 'Google Account is sold by'
 'Google Account is my favorite product out of everything created by'
 'Google Account is sold by'
 'The development of Google Account is overseen by'
 'The development of Google Account is overseen by']",10019
1023,10020,{} is developed by,,{} is developed by,NTLDR is developed by,P178,Q11463,Q2283, Microsoft, Adobe,NTLDR,0.7734375,0.7734375,8057,10020,5516,"{'prompt': '{} is developed by', 'relation_id': 'P178', 'subject': 'NTLDR', 'target_new': {'id': 'Q11463', 'str': 'Adobe'}, 'target_true': {'id': 'Q2283', 'str': 'Microsoft'}}","['Ode to the departed Regency-bill. NTLDR, a product of'
 '1987. NTLDR, a product developed by']","['Windows 9x, a product manufactured by'
 'Windows 3.1, a product created by'
 'Windows Media Center was a product of'
 'Visual Basic for Applications, a product developed by'
 'Xenix, developed by' 'Microsoft Silverlight, a product created by'
 'Windows 2.0, created by' 'F# is a product of'
 'Windows 2000, a product developed by' 'Xenix is created by']","['Adobe Flash Player was developed by' 'Adobe InDesign, developed by'
 'Adobe Photoshop Lightroom, a product created by'
 'Adobe Acrobat was created by' 'Adobe Dreamweaver is developed by'
 'Adobe AIR was created by' 'Adobe Illustrator, a product of'
 'Adobe Creative Suite was a product of'
 'Adobe Fireworks was a product of' 'Portable Document Format, created by']","['The development of NTLDR is overseen by'
 'The development of NTLDR is overseen by' 'NTLDR is sold by'
 'NTLDR is my favorite product out of everything created by'
 'The development of NTLDR is overseen by' 'NTLDR is sold by'
 'NTLDR is my favorite product out of everything created by'
 'NTLDR is my favorite product out of everything created by'
 'NTLDR is my favorite product out of everything created by'
 'NTLDR is my favorite product out of everything created by']",10020
